notation,prefLabel,altLabel,definition,broader,related,source,closeMatch,relatedMatch,seeAlso,broadMatch,narrowMatch,narrower,uri
FGF575,Säure@de|acidic detergent@en,acid@en,"chemische Substanz, die in wässriger Lösung Protonen aus ihrer Wasserstoffverbindung abspalten oder ein freies Elektronenpaar aufnehmen kann. In der Restaurierung werden Säuren zur Reinigung, Entfernung von Korrosionsprodukten und Verkrustungen, sowie zur Stabilisierung und Konservierung verwendet.",https://www.w3id.org/archlink/terms/conservationthesaurus/C364G1,,"Charles E. Mortimer, Ulrich Müller, Chemie. Das Basiswissen der Chemie (Stuttgart 2007)9.| Susan Buys, Victoria Oakley, The conservation and restoration of ceramics (Great Britain 1998), S. 89, 95., 182.","http://vocab.getty.edu/aat/300011752|https://cameo.mfa.org/wiki/Acid",,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/F54686|https://www.w3id.org/archlink/terms/conservationthesaurus/D3A484|https://www.w3id.org/archlink/terms/conservationthesaurus/G7BADF|https://www.w3id.org/archlink/terms/conservationthesaurus/B7395G|https://www.w3id.org/archlink/terms/conservationthesaurus/GA33BC|https://www.w3id.org/archlink/terms/conservationthesaurus/AA69FB|https://www.w3id.org/archlink/terms/conservationthesaurus/GBC8AC,https://www.w3id.org/archlink/terms/conservationthesaurus/FGF575
F54686,Ascorbinsäure@de,,,https://www.w3id.org/archlink/terms/conservationthesaurus/FGF575,https://www.w3id.org/archlink/terms/conservationthesaurus/B3FCA1,,https://cameo.mfa.org/wiki/Ascorbic_acid,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/F54686
D3A484,Oxalsäure@de|oxalic acid@en,C2H2O4@de|Kleesäure@de|Ethandidicarbonsäure@de,"organische Dicarbonsäure, die in der Konservierung/Restaurierung hauptsächlich für die Entfernung von Kalkablagerungen und als Reduktionsmittel für die Entfernung von Eisenverbindungen verwendet wird. Aufgrund der ätzenden Wirkung und gesundheitsgefährdenden Dämpfen ist bei der Anwendung besondere Vorsicht geboten.",https://www.w3id.org/archlink/terms/conservationthesaurus/FGF575,https://www.w3id.org/archlink/terms/conservationthesaurus/B3FCA1,"Charles E. Mortimer, Ulrich Müller, Chemie. Das Basiswissen der Chemie (Stuttgart 2007)9.| Susan Buys, Victoria Oakley, The conservation and restoration of ceramics (Great Britain 1998), S. 182.",https://cameo.mfa.org/wiki/Oxalic_acid,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/D3A484
G7BADF,Thioglykolsäure@de,,,https://www.w3id.org/archlink/terms/conservationthesaurus/FGF575,https://www.w3id.org/archlink/terms/conservationthesaurus/B3FCA1,,,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/G7BADF
B7395G,Schwefelsäure@de|sulphuric acid@en,H2SO4@de,"starke, farblose bis schwach gelbliche, viskose Flüssigkeit mit hoher Dichte und stark hygroskopischen Eigenschaften. Chemisch wirkt sie als starkes Oxidations- und Dehydrationsmittel und ist mit Wasser in allen Verhältnissen mischbar, wobei Wärme frei wird.",https://www.w3id.org/archlink/terms/conservationthesaurus/FGF575,,,https://cameo.mfa.org/wiki/Sulfuric_acid,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/B7395G
GA33BC,Salzsäure@de|hydrochlorid acid@en,HCl@de,"anorganische Mineralsäure mit Summenformel HCl, die in der Konservierung und Restaurierung vor allem für die Entfernung von Kalkablagerungen und anderen mineralischen Verunreinigungen verwendet wird. Aufgrund der stark ätzenden Wirkung und gesundheitsgefährdenden Dämpfen ist bei der Anwendung besondere Vorsicht geboten.",https://www.w3id.org/archlink/terms/conservationthesaurus/FGF575,,"Susan Buys, Victoria Oakley, The conservation and restoration of ceramics (Great Britain 1998), S. 182.",https://cameo.mfa.org/wiki/Hydrochloric_acid,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/GA33BC
AA69FB,Ameisensäure@de|formic acid@en,,,https://www.w3id.org/archlink/terms/conservationthesaurus/FGF575,,,https://cameo.mfa.org/wiki/Formic_acid,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/AA69FB
GBC8AC,Zitronensäure@de|citric acid@en,,"organische Tricarbonsäure mit der chemischen Summenformel C6H8O7, die in der Konservierung und Restaurierung als mildes Reinigungsmittel für die Entfernung von Kalkablagerungen, Oxidationsschichten und anderen minderalischen Verunreinigungen auf originalen Oberflächen verwendet wird. Darüber hinaus kann Zitrönensäure auch als Komplexbilder eingesetzte werden, um Metallionen zu binden.",https://www.w3id.org/archlink/terms/conservationthesaurus/FGF575,,"Susan Buys, Victoria Oakley, The conservation and restoration of ceramics (Great Britain 1998), S. 182/183.",https://cameo.mfa.org/wiki/Citric_acid,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/GBC8AC
B7B8B6,[Adhäsivstoff]@de,Klebemittel@de|Festigungsmittel@de|Bindemittel@de,"strukturierender Sammelbegriff für Materialien, die die Fähigkeit haben, andere Materialien durch Adhäsion (Haftung) zu verbinden. Adhäsivstoffe werden in der Restaurierung sowohl für Klebungen, Festigungen, Ergänzungen als auch als schützender Überzug sowie für die Herstellung wissenschaftlicher Nachbildungen verwendet.",https://www.w3id.org/archlink/terms/conservationthesaurus/C364G1,,,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/A1D125|https://www.w3id.org/archlink/terms/conservationthesaurus/AG2965,https://www.w3id.org/archlink/terms/conservationthesaurus/B7B8B6
A1D125,synthetisches Polymer@de|synthetic polymer@en,Kunststoff@de|synthetisches Harz@de,"Durch Polymerisation von einem oder mehreren kleineren Einheiten, sog. Monomeren, künstlich hergestellter großer, langkettiger Molekülverbund.",https://www.w3id.org/archlink/terms/conservationthesaurus/B7B8B6,,"Barbara Stuart, Analytical Techniques in Materials Conservation (West Sussex 2007).| Joel R. Fried, Polymer Science and Technology (New Jersey 2014)3.| Velson Horie, Materials for Conservation. Organic consolidants, adhesives and coatings (London 2010)2.",,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/CD13GA|https://www.w3id.org/archlink/terms/conservationthesaurus/AF31AG|https://www.w3id.org/archlink/terms/conservationthesaurus/GFD582|https://www.w3id.org/archlink/terms/conservationthesaurus/B572B5|https://www.w3id.org/archlink/terms/conservationthesaurus/DF5773|https://www.w3id.org/archlink/terms/conservationthesaurus/C838C1|https://www.w3id.org/archlink/terms/conservationthesaurus/D41661|https://www.w3id.org/archlink/terms/conservationthesaurus/F89522|https://www.w3id.org/archlink/terms/conservationthesaurus/DF633G|https://www.w3id.org/archlink/terms/conservationthesaurus/F8A93F|https://www.w3id.org/archlink/terms/conservationthesaurus/A3G356,https://www.w3id.org/archlink/terms/conservationthesaurus/A1D125
CD13GA,Cyclododecan@de,,"organischer, cyclischer Kohlenwasserstoff, der aufgrund seiner spezifischen Eigenschaften in der Konservierung und Restaurierung als temporäres Festigungsmittel bzw. Schutzüberzug verwendet wird. Cyclododecan bildet bei Raumtemperatur zunächst einen wachsartigen, weißlichen Feststoff der mit der Zeit von festen direkt in den gasförmigen Zustand wechselt. Auf diese Weise können empfindliche Teilbereiche eines Objektes zeitweise mit Cyclododecan abgedeckt werden, um vor der Bearbeitung des restlichen Objektes geschützt zu werden (mechanische Beanspruchung, Lösemittelbehandlung, etc.), ohne im Anschluss wieder aufwendigen Entfernungsmethoden unterzogen zu werden.",https://www.w3id.org/archlink/terms/conservationthesaurus/A1D125,,"Reiner Geschke, Keramikrestaurierung (Berlin 2019), S.99, 112/113.",,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/CD13GA
AF31AG,Epoxidharz@de|epoxy resin@en,,"synthetisch hergestelltes duroplastisches Harzsystem, dass aus zwei Komponenten besteht. Die eine Komponente trägt dabei eine Epoxidgruppe und die Andere fungiert als Härter, indem sie mit der Epoxidgruppe eine vernetzende Reaktion eingeht. Durch die Variation einer oder beider Komponenten lässt sich eine große Bandbreite unterschiedlicher Polymere herstellen, wobei die Zugabe von Beschleunigern, Verdünnungsmitteln, Weichmachern und weiteren Additiven die Komplexität der Grundrezeptur zusätzlich erhöht. Die meisten in der Konservierung und Restaurierung verwendeten Epoxidharze bestehen aus Diglycidylether des Bisphenol A, da diese eine starke Klebekraft, ein gutes Penetrationsvermögen und weitere für die Anwendungen in der Konservierung/Restaurierung nützliche Eigenschaften aufweisen. Aufgrund der quervernetzten Struktur nach der Aushärtung sind epoxidharze jedoch nur noch schwer chemisch lösbar und somit nicht/kaum reversibel.",https://www.w3id.org/archlink/terms/conservationthesaurus/A1D125,,"DIN EN 923:2016-03, Klebstoffe - Benennungen und Definitionen; Deutsche Fassung EN 923:2015, Deutsches Institut für Normung.| DIN EN 12670| Velson Horie, Materials for Conservation. Organic consolidants, adhesives and coatings (London 2010)2, S. 289 - 297.| Sandra Davison, Conservation and Restoration of Glass (Oxford 2003), S. 212.",https://cameo.mfa.org/wiki/Epoxy,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/D2D671|https://www.w3id.org/archlink/terms/conservationthesaurus/A57386|https://www.w3id.org/archlink/terms/conservationthesaurus/DAA17A|https://www.w3id.org/archlink/terms/conservationthesaurus/D5F7BC|https://www.w3id.org/archlink/terms/conservationthesaurus/D8B3D6|https://www.w3id.org/archlink/terms/conservationthesaurus/C3G438|https://www.w3id.org/archlink/terms/conservationthesaurus/G12F98|https://www.w3id.org/archlink/terms/conservationthesaurus/D38147|https://www.w3id.org/archlink/terms/conservationthesaurus/BB9249|https://www.w3id.org/archlink/terms/conservationthesaurus/F5G8DB|https://www.w3id.org/archlink/terms/conservationthesaurus/A99485,https://www.w3id.org/archlink/terms/conservationthesaurus/AF31AG
D2D671,Araldite 2020@de,Araldit 20/20@de,"Produktname eines niedrigviskosen, bei Raumtemperatur aushärtenden Zweikomponenten-Systems auf Epoxidharzbasis der Firma Huntsman Corporation. Araldit 20/20 wird aus zwei Komponenten (Harz A und Härter B) angemischt und wurde speziell für das Kleben, Vergießen und Beschichten von Glas und ähnlichen Materialien entwickelt. Es zeichnet sich durch eine gute Haftung, Beständigkeit und hohe Transparenz aus. Araldite 20/20 zeigt eine ähnliche Lichtbrechung wie Glas, wodurch es bei der Verwendung als Glasklebstoff die geklebten Bruchkanten weniger bis kaum sichtbar erscheinen lässt.",https://www.w3id.org/archlink/terms/conservationthesaurus/AF31AG,,"Sandra Davison, Conservation and Restoration of Glass (Oxford 2003), S. 210, 212.| https://www.ruderer.de/fileadmin/Dokumente/Araldite_2020.pdf",,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/D2D671
A57386,Araldit BY 158@de,,"Produktname eines niedrigviskosen Epoxidharzes der Firma Huntsman Corporation, basierend auf Bisphenol-A und einem reaktiven Verdünnungsmittel. In Kombination mit aliphatischen und/oder cycloaliphatischen Aminen wird Araldite BY 158 vor allem in industriellen Injektionssystemen verwendet, um stabile und widerstandsfähige Verbindungen zu schaffen.",https://www.w3id.org/archlink/terms/conservationthesaurus/AF31AG,,https://info.lindberg-lund.no/produktblad/Norge/4-6%20TD/ARA-158.pdf,,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/A57386
DAA17A,RenPaste™ SV/HV 427@de,Araldit SV 426@de,"Produktname einer zweikomponentigen, kalt aushärtende Epoxidharzpaste der Firma Huntsman Corporation, die sich durch gute Haftung, geringe Dichte und gute Bearbeitbarkeit mit Werkzeugen auszeichnet. Sie wird in der Konservierung und Restaurierung für Reparaturen an Modellen, Formen oder Oberflächen eingesetzt und ermöglicht präzise Formgebung bei minimaler Schrumpfung. Die Paste ist einfach zu verarbeiten, härtet bei Raumtemperatur aus und bietet eine stabile, langlebige Struktur.",https://www.w3id.org/archlink/terms/conservationthesaurus/AF31AG,,https://www.kremer-pigmente.com/elements/resources/products/files/97970_TDB.pdf,,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/DAA17A
D5F7BC,Araldit AY 103@de,,"Produktname eines niedrigviskosen Epoxidharz-Zweikomponentensystems der Firma Huntsman Corporation, das eine hohe Haftung auf Metall, Keramik, Glas und Kunststoffen bietet. Es ist lösungsmittelfrei, leicht aufzutragen und härtet bei Raumtemperatur aus. Die Mischung weist eine hohe Zugscherfestigkeit und eine gute Wärmebeständigkeit bis ca. 50°C auf",https://www.w3id.org/archlink/terms/conservationthesaurus/AF31AG,,https://www.filzring.de/intern/datasheets/ARA/AY103-1/TDB_ARA_AY103-1_HY991_DE.pdf,,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/D5F7BC
D8B3D6,Araldit XB 260@de,,,https://www.w3id.org/archlink/terms/conservationthesaurus/AF31AG,,,,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/D8B3D6
C3G438,UHU Plus Schnellfest@de,,,https://www.w3id.org/archlink/terms/conservationthesaurus/AF31AG,,,,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/C3G438
G12F98,UHU Plus Endfest 300@de,,,https://www.w3id.org/archlink/terms/conservationthesaurus/AF31AG,,,,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/G12F98
D38147,Hxtal NYL-1@de,,"Produktname eines Epoxidklebstoffes der in den 80er Jahren von Herber Hillary, in Zusammenarbeit mit den Laboratorien von Texaco und Shell, speziell für die Konservierung und Restaurierung entwickelt wurde. Es wird, anders als die meisten anderen Epoxidharze, durch die Reaktion eines cycloaliphatischen Epoxidharzes mit einer Mischung von Aminen als Härter synthetisiert. Hxtal NYL-01 wurde insbesondere für die Klebung und Ergänzung von Gläsern und Keramiken hergestellt und zeigt einen ähnlichen Brechungsindex wie die meisten Gläser.",https://www.w3id.org/archlink/terms/conservationthesaurus/AF31AG,,"Sandra Davison, Conservation and Restoration of Glass (Oxford 2003), S. 210, 212.| I.Sideridou, E. Vouvoudi, G. Papadopoulos, Epoxy polymer Hxtal NYL-1™ used in restoration and conservation: irradiation with short and long wavelengths and study of photo-oxidation by FT–IR spectroscopy, J. Cult. Herit., 18 (2016), S. 279-289. https://doi.org/10.1016/j.culher.2015.09.005| https://www.hxtal.de/index.html (aufgerufen am 31.10.2024).",,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/D38147
BB9249,EPO-TEK 301@de,,"Produktname eines zweikomponentigen, bei Raumtemperatur aushärtenden Epoxidharzes der Firma Epoxy Technology. Es zeichnet sich durch eine sehr niedrige Viskosität sowie gute optische und mechanische Eigenschaften aus.",https://www.w3id.org/archlink/terms/conservationthesaurus/AF31AG,,https://www.epotek.com/docs/en/Datasheet/301.pdf,,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/BB9249
F5G8DB,Ebalta AH 100@de,AH 100@de,"Produktname eines ungefüllten, dünnflüssigen Epoxidharzes der Firma Ebalta, basierend auf dem Reaktionsprodukt Bisphenol-A-Epichlorhydrin. AH steht für Allzweckharz und ist somit für Laminier-, Gieß- oder Klebe-Anwendungen geeignet.",https://www.w3id.org/archlink/terms/conservationthesaurus/AF31AG,,https://ebalta.com/downloads/de/datenblatt/ah-100-tg.pdf,,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/F5G8DB
A99485,Biresin LS/LM@de,,,https://www.w3id.org/archlink/terms/conservationthesaurus/AF31AG,,,,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/A99485
GFD582,Acrylharz@de|acrylic resin@en,Polyacrylat@de|Acrylpolymere@de|polyacrylate@en,"synthetisches, thermoplastisches Polymere auf Basis von Acrylsäureestern oder Methacrylsäureestern, das durch die Polymerisation von Acrylat- oder Methylacrylat-Monomeren hergestellt wird. Grundsätzlich weist Acrylharz eine hohe Transperenz, gute Altersbeständigkeit und Reversibilität auf, die jedoch je nach genauer chemischer Zusammensetzung des verwendeten Produktes variieren kann. Aufgrund der guten Eigenschaften ist Acrylharz in der Konservierung und Restaurierung einer der am häufigsten als Klebstoff, Bindemittel, Festigungsmittel und für Schutzüberzug verwendeten Stoffe.",https://www.w3id.org/archlink/terms/conservationthesaurus/A1D125,,"Velson Horie, Materials for Conservation. Organic consolidants, adhesives and coatings (London 2010), S 153- 171.| Susan Buys, Victoria Oakley, The conservation and restoration of ceramics (Great Britain 1998), S. 191.| Sandra Davison, Conservation and Restoration of Glass (Oxford 2003), S. 216/217.",http://vocab.getty.edu/aat/300014426,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/A14455|https://www.w3id.org/archlink/terms/conservationthesaurus/AFF6GA|https://www.w3id.org/archlink/terms/conservationthesaurus/B8ABD9|https://www.w3id.org/archlink/terms/conservationthesaurus/B15G98|https://www.w3id.org/archlink/terms/conservationthesaurus/G23A9A|https://www.w3id.org/archlink/terms/conservationthesaurus/A64281|https://www.w3id.org/archlink/terms/conservationthesaurus/C77887|https://www.w3id.org/archlink/terms/conservationthesaurus/B69C57|https://www.w3id.org/archlink/terms/conservationthesaurus/CG2863|https://www.w3id.org/archlink/terms/conservationthesaurus/C4A859|https://www.w3id.org/archlink/terms/conservationthesaurus/C622FG|https://www.w3id.org/archlink/terms/conservationthesaurus/GBA321|https://www.w3id.org/archlink/terms/conservationthesaurus/A1C48C|https://www.w3id.org/archlink/terms/conservationthesaurus/D5B73B|https://www.w3id.org/archlink/terms/conservationthesaurus/D9F783,https://www.w3id.org/archlink/terms/conservationthesaurus/GFD582
A14455,Paraloid B72@de,Acryloid B72@de|Paraloid B-72@de,"Produktname für ein synthestisches Acrylharz der Firma Rohm und Haas (heute Teil von Dow Chemicals), bestehend aus Ethylmethacrylat und Methylacrylat sowie einem kleinen Anteil Butylmethacrylat. Aufgrund seiner hervorragenden Eigenschaften hinsichtlich Alterungsbeständigkeit, Transparenz und Reversibilität ist Paraloid B72 eines der am häufigsten eingesetzten Materialien in der Konservierung und Restaurierung. In verschiedenen organischen Lösungsmitteln gelöst wird es als Klebstoff, Bindemittel, Festigungsmittel und für Schutzüberzug für unterschiedliche Materialien verwendet.",https://www.w3id.org/archlink/terms/conservationthesaurus/GFD582,,"Velson Horie, Materials for Conservation. Organic consolidants, adhesives and coatings (London 2010), S. 159.|Susan Buys, Victoria Oakley, The conservation and restoration of ceramics (Great Britain 1998), S. 191/192.|Jane L. Down (2015) The evaluation of selected poly(vinyl acetate) and acrylic adhesives: A final research update, Studies in Conservation, 60:1, 33-54, DOI: 10.1179/2047058414Y.0000000129.",,,https://www.dow.com/en-us/document-viewer.html?docPath=/content/dam/dcc/documents/884/884-01223-01-paraloid-b-72-solid-grade-thermoplastic-acrylic-resin-tds.pdf,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/A14455
AFF6GA,Paraloid B44@de,,"Produktname eines synthetischen Acrylharzes der Firma Rohm und Haas (heute Teil von Dow Chemicals) auf Basis von Methylmethacrylat und Ethylacrylat sowie einem geringem Anteil Butylmethacrylat. Ähnlich wie Paraloid B72 zeigt es gute Alterungsbeständigkeit, Transparenz und Reversibilität, ist in verschiedenen organischen Lösungsmitteln löslich und wird als Klebstoff, Bindemittel, Festigungsmittel und für Schutzüberzüge verwendet. Im Gegensatz zu Paraloid B72 besitzt es eine höhere Glasübergangstemperatur (ca. 60°C), wodurch Paraloid B44 besonders für die Verwendung in wärmeren Umgebungen geeignet ist.",https://www.w3id.org/archlink/terms/conservationthesaurus/GFD582,,"Susan Buys, Victoria Oakley, The conservation and restoration of ceramics (Great Britain 1998), S. 191/192.| Jane L. Down (2015) The evaluation of selected poly(vinyl acetate) and acrylic adhesives: A final research update, Studies in Conservation, 60:1, 33-54, DOI: 10.1179/2047058414Y.0000000129.",,,https://www.dow.com/en-us/document-viewer.html?docPath=/content/dam/dcc/documents/884/884-00171-01-paraloid-b44-solid-grade-thermoplastic-acrylic-resin-tds.pdf,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/AFF6GA
B8ABD9,Paraloid B48N@de,,"Produktname eines synthetischen Acrylharzes der Firma Rohm und Haas (heute Teil von Dow Chemicals), welches von Seiten des Herstellers als Methyl-Methacrylat-Copolymer angegeben wird. Paraloid B48N zeigt ein gutes Löslichkeitsverhalten in verschiedenen, organischen Lösungsmittel wie Toluol, MEK, einigen Estern und Acetaten, ist jedoch unlöslich in den meisten Alkoholen. Seine Glasübergangstemperatur liegt bei ca.  50°C. Im Vergleich zu Paraloid B72 zeigt es eine höhere Härte, geringere Flexibilität sowie eine geringere Alterungsbeständigkeit.",https://www.w3id.org/archlink/terms/conservationthesaurus/GFD582,,"Reiner Geschke, Keramikrestaurierung (Berlin 2019), S. 94.| https://www.dow.com/en-us/document-viewer.html?docPath=/content/dam/dcc/documents/884/884-00173-01-paraloid-b48n-solid-grade-thermoplastic-acrylic-resin-tds.pdf",,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/B8ABD9
B15G98,Kallocryl@de,,"Produktname eines synthetischen Acrylharzes der Firma SPEIKO - Spezialitäten GmbH, auf Basis von Polymethylmethacrylat (PMMA).  Es zeigt ähnliche Eigenschaften wie Paraloid B72, ist jedoch etwas härter und besitzt eine höhere Glasübergangstemperatur (ca. 50-60°C). Kallocryl wurde ursprünglich für den Dentalbereich, für die Erstellung von Prothesen entiwckelt und ist daher für Anwendungen im Bereich der Konservierung/Restaurierung noch nicht soweit erforscht wie andere PMMA basierte Polymere.",https://www.w3id.org/archlink/terms/conservationthesaurus/GFD582,,https://www.dension-dental.de/Anleitungen/Kallocryl_20210520_INT.pdf,,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/B15G98
G23A9A,Technovit 5071@de,,,https://www.w3id.org/archlink/terms/conservationthesaurus/GFD582,,,,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/G23A9A
A64281,Technovit 2000 LC@de,,Produktname eines lichthärtendes Methacrylharzes der Firma Heraeus Kulzer GmbH und Co. KG,https://www.w3id.org/archlink/terms/conservationthesaurus/GFD582,,,,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/A64281
C77887,Acrystal@de,,"Produktname einer lösungsmittelfreien Gieß- und Laminiermasse auf Basis von wässrigen Acrylharzen und natürlichen Mineralkristallen (Calciumsulfat - Gips) der Firma Acrystal. Das System ist für Ausformungen oder den Stützkapselbau beim Abformen eine geeignete Alternative zu Reaktionsharzen (Epoxid-, Polyester-,Polyurethan, etc.)",https://www.w3id.org/archlink/terms/conservationthesaurus/GFD582,,https://www.acrystal.fr/Produits.de.htm,,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/C77887
B69C57,Acrylic One@de,,"Produktname einer lösungsmittelfreien Gieß- und Laminiermasse auf Basis von wässrigen Acrylharzen und natürlichen Mineralkristallen (Calciumsulfat - Gips) der Firma Acrylic One. Das System ist für Ausformungen oder den Stützkapselbau beim Abformen eine geeignete Alternative zu Reaktionsharzen (Epoxid-, Polyester-,Polyurethan, etc.)",https://www.w3id.org/archlink/terms/conservationthesaurus/GFD582,,https://acrylicone.shop/,,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/B69C57
CG2863,Ebacryl@de,,,https://www.w3id.org/archlink/terms/conservationthesaurus/GFD582,,,,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/CG2863
C4A859,Plastogen G@de,,Methylmethacrylat,https://www.w3id.org/archlink/terms/conservationthesaurus/GFD582,,,,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/C4A859
C622FG,Plastogen EP@de,,,https://www.w3id.org/archlink/terms/conservationthesaurus/GFD582,,,,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/C622FG
GBA321,Plexigum@de,,,https://www.w3id.org/archlink/terms/conservationthesaurus/GFD582,,,,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/GBA321
A1C48C,Lascaux 498 HY@de,,"Produktname einer wässrigen Acrylatdispersion auf Butyl-Methacrylat-Basis, die speziell für die Konservierung und Restaurierung entwickelt wurde. Das Material bildet einen zähelastischen, extrem zugfesten Film, der sich durch hohe Transparenz, Licht- und Alterungsbeständigkeit sowie Reversibilität auszeichnet. Die Dispersion ist wasserverdünnbar, bildet jedoch nach der Trocknung einen wasserfesten Film. Dieser bleibt permanent löslich in organischen Lösungsmitteln wie Aceton, Alkohol, Toluol und Xylol. Es eignet sich sowohl für Nass- als auch für Trockenapplikationen und wird häufig als Klebemittel für empfindliche Materialien wie Textilien, Papier und Kunstwerke eingesetzt.",https://www.w3id.org/archlink/terms/conservationthesaurus/GFD582,,https://www.kremer-pigmente.com/elements/resources/products/files/81000-81004.pdf,,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/A1C48C
D5B73B,Plexisol B 597@de,,,https://www.w3id.org/archlink/terms/conservationthesaurus/GFD582,,,,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/D5B73B
D9F783,Cyanacrylat@de|cyanoacrylate@en,Sekundenkleber@de|Cyanoacrylat@de,"Schnellklebstoff auf Basis von Monomeren der Alkylcyanacrylate und weiteren Zusatzstoffen (Weichmacher, Stabilisatoren, etc.), der sich durch eine sehr schnelle Aushärtung  auszeichnet. Durch Kontakt mit Feuchtigkeit auf der Objektoberfläche oder der Luft wird eine anionische Polymerisation der Monomere initiiert, wodurch innerhalb von Sekunden eine Klebeverbindung entsteht. In der Konservierung und Restaurierung wird Cyanacrylat hauptsächlich für die temporäre und/oder punktuelle Heftung von Fragmenten oder Hilfsmitteln (Omegahäkchen, Silikonmanschetten, etc.) verwendet, da er sich aufgrund einiger Eigenschaften, wie Sprödigkeit, geringe Reversibilität und geringe Altersbeständigkeit, nicht für dauerhafte, stabile Klebungen eignet.",https://www.w3id.org/archlink/terms/conservationthesaurus/GFD582,,"Velson Horie, Materials for Conservation. Organic consolidants, adhesives and coatings (London 2010), S. 155 - 158.| Susan Buys, Victoria Oakley, The conservation and restoration of ceramics (Great Britain 1998), S. 192.| Reiner Geschke, Keramikrestaurierung (Berlin 2019), S. 97.",https://cameo.mfa.org/wiki/Cyanoacrylate_resin,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/F584FC,https://www.w3id.org/archlink/terms/conservationthesaurus/D9F783
F584FC,Loctite@de,,,https://www.w3id.org/archlink/terms/conservationthesaurus/D9F783,,,,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/F584FC
B572B5,Polyvinylbutyral@de,PVB@de,"synthetisches, thermoplastisches Polymere aus der Gruppe der Vinylharze, welches durch Reaktion von Polyvinylalkohol mit Butyraldehyd hergestellt wird. In der Konservierung und Restaurierung wird es als Klebstoff, Bindemittel und Festigungsmittel eingesetzt. Polyvinylbutyral weist allgemein einige gute Eigenschaften für diese Verwendungen auf, wie hohe Transparenz, Reversibilität,  gute Haftung auf verschiedenen Materialien sowie gut Löslichkeit in einer Reihe von polaren Lösungsmittelns wie Ethanol oder Aceton, die jedoch je nach verwendetem Produkt variieren können.",https://www.w3id.org/archlink/terms/conservationthesaurus/A1D125,,"Velson Horie, Materials for Conservation. Organic consolidants, adhesives and coatings (London 2010), S 145- 147.| Susan Buys, Victoria Oakley, The conservation and restoration of ceramics (Great Britain 1998), S. 191.| DIN EN 923:2016-03, Klebstoffe - Benennungen und Definitionen; Deutsche Fassung EN 923:2015, Deutsches Institut für Normung.",,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/A974A4|https://www.w3id.org/archlink/terms/conservationthesaurus/F97896,https://www.w3id.org/archlink/terms/conservationthesaurus/B572B5
