notation,uri,prefLabel,altLabel,definition,broader,narrower,related,closeMatch,relatedMatch,broadMatch,seeAlso,source,inScheme
G74A2D,https://www.w3id.org/archlink/terms/conservationthesaurus/G74A2D,gesprungen@de,gespalten@de|Sprung@de|Spalt@de,Das vormals fest gefügte Material weist eine Teilung ohne vollständiges Auseinanderbrechen des Objektes auf.,https://www.w3id.org/archlink/terms/conservationthesaurus/CB9GD3,,,,,,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",https://www.w3id.org/archlink/branches/DAC996
FGG2C4,https://www.w3id.org/archlink/terms/conservationthesaurus/FGG2C4,gebrochen@de,Bruch@de,Das vormals fest gefügte Material des Objektes weist eine vollkommene Trennung in zwei oder mehr lose Teile auf.,https://www.w3id.org/archlink/terms/conservationthesaurus/CB9GD3,,,,,,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",https://www.w3id.org/archlink/branches/DAC996
GB33C3,https://www.w3id.org/archlink/terms/conservationthesaurus/GB33C3,gerissen@de,Riss@de,Das Materialgefüge des Objektes zeigt eine Abtrennung mit unregelmäßiger Kanten. Häufig verursacht durch Spannungsabbau im Gefüge.,https://www.w3id.org/archlink/terms/conservationthesaurus/CB9GD3,,,,,,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",https://www.w3id.org/archlink/branches/DAC996
FA14C2,https://www.w3id.org/archlink/terms/conservationthesaurus/FA14C2,rissig@de,,"Das Materialgefüge des Objektes zeigt Risse, die jedoch nicht zu einer vollständigen Abtrennung geführt haben.",https://www.w3id.org/archlink/terms/conservationthesaurus/CB9GD3,https://www.w3id.org/archlink/terms/conservationthesaurus/GD5454|https://www.w3id.org/archlink/terms/conservationthesaurus/D937D1|https://www.w3id.org/archlink/terms/conservationthesaurus/BFAC52|https://www.w3id.org/archlink/terms/conservationthesaurus/F2A5A7,,,,,,,https://www.w3id.org/archlink/branches/DAC996
GD5454,https://www.w3id.org/archlink/terms/conservationthesaurus/GD5454,Oberflächenriss@de,,"Das Objekt zeigt einen Riss, im Bereich seiner Oberfläche",https://www.w3id.org/archlink/terms/conservationthesaurus/FA14C2,,,,,,,,https://www.w3id.org/archlink/branches/DAC996
D937D1,https://www.w3id.org/archlink/terms/conservationthesaurus/D937D1,Craquellée@de|crizzling@en,,"Im Objektmaterial oder auf dessen Oberfläche (Glasur) sind feine, netzartige Risse oder Haarrisse zu beobachten.",https://www.w3id.org/archlink/terms/conservationthesaurus/FA14C2,,,,,,,,https://www.w3id.org/archlink/branches/DAC996
BFAC52,https://www.w3id.org/archlink/terms/conservationthesaurus/BFAC52,Tiefenriss@de,,"Das Objekt zeigt mindestens einen Riss, der bis tief in das Material hineinreicht",https://www.w3id.org/archlink/terms/conservationthesaurus/FA14C2,,,,,,,,https://www.w3id.org/archlink/branches/DAC996
F2A5A7,https://www.w3id.org/archlink/terms/conservationthesaurus/F2A5A7,Haarriss@de,,"Das Objekt zeigt einen sehr feinen, oberflächlichen Riss, der nur wenige Millimeter tief und breit ist.",https://www.w3id.org/archlink/terms/conservationthesaurus/FA14C2,,,,,,,,https://www.w3id.org/archlink/branches/DAC996
G84156,https://www.w3id.org/archlink/terms/conservationthesaurus/G84156,offene Fuge@de,offene Verbindung@de,Zwei oder mehr Teile des Objektes weisen eine Lücke zueinander auf.,https://www.w3id.org/archlink/terms/conservationthesaurus/CB9GD3,,,,,,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",https://www.w3id.org/archlink/branches/DAC996
AF7CC8,https://www.w3id.org/archlink/terms/conservationthesaurus/AF7CC8,hohl@de,Hohlstelle@de|Hohllage@de,Im Materialgefüge des Objektes hat sich ein oder mehrere Leerraum/Leerräume gebildet.,https://www.w3id.org/archlink/terms/conservationthesaurus/CB9GD3,,,,,,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",https://www.w3id.org/archlink/branches/DAC996
BFGD3B,https://www.w3id.org/archlink/terms/conservationthesaurus/BFGD3B,Pitting@de,Grübchenbildung@de,"Die Objektoberfläche weist dicht nebeneinander liegende, flache Hohlräume/Grübchen auf.",https://www.w3id.org/archlink/terms/conservationthesaurus/CB9GD3,,,http://vocab.getty.edu/aat/300054130,,,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",https://www.w3id.org/archlink/branches/DAC996
FA9B73,https://www.w3id.org/archlink/terms/conservationthesaurus/FA9B73,delaminiert@de,Schichtentrennung@de,Das Materialgefüge des Objektes weist eine Ablösung in mehr oder weniger klar definierten Schichten auf.,https://www.w3id.org/archlink/terms/conservationthesaurus/CB9GD3,,,,,,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",https://www.w3id.org/archlink/branches/DAC996
F97BFF,https://www.w3id.org/archlink/terms/conservationthesaurus/F97BFF,abschollend@de,Schollenbildung@de|abblätternd@de,"Auf der Objektoberfläche sind ein oder mehrere dünne Materialschichten zu sehen, die sich teilweise von dieser abgelöst haben und abstehen.",https://www.w3id.org/archlink/terms/conservationthesaurus/CB9GD3,,,,,,"Sandra Davison, Conservation and Restoration of Glass (Oxford 2003) 2nd. ed, S. 183.","DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",https://www.w3id.org/archlink/branches/DAC996
D2364A,https://www.w3id.org/archlink/terms/conservationthesaurus/D2364A,abgeplatzt@de,Abplatzung@de,Ganz Schollen oder Stücke haben sich vollständig von der Objektoberfläche gelöst und sind entweder komplett verloren oder liegen getrennt von dem Objekt.,https://www.w3id.org/archlink/terms/conservationthesaurus/CB9GD3,,,,,,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",https://www.w3id.org/archlink/branches/DAC996
DDFG97,https://www.w3id.org/archlink/terms/conservationthesaurus/DDFG97,versprödet@de,Versprödung@de,"Das Material hat seine Elastizität, Flexibilität und Bruchfestigkeit verloren. Es ist zunächst als feste Struktur erhalten geblieben, bricht oder reiß jedoch leicht bei mechanischer Belastung.",https://www.w3id.org/archlink/terms/conservationthesaurus/CB9GD3,,,,,,,,https://www.w3id.org/archlink/branches/DAC996
BFCC33,https://www.w3id.org/archlink/terms/conservationthesaurus/BFCC33,aufgeweicht@de,Weich geworden@de|Erweicht@de,Das Material des Objektes hat durch Wasseraufnahme seine Festigkeit und Formstabilität verloren.,https://www.w3id.org/archlink/terms/conservationthesaurus/CB9GD3,,,,,,,,https://www.w3id.org/archlink/branches/DAC996
A8C236,https://www.w3id.org/archlink/terms/conservationthesaurus/A8C236,pulvrig@de,,"Das Material liegt ganz oder teilweise in feiner, staubartiger Form vor oder zerfällt bei mechanischer Belastung in diese. Der innere Zusammenhalt ist nahezu vollständig verloren.",https://www.w3id.org/archlink/terms/conservationthesaurus/CB9GD3,,,,,,,,https://www.w3id.org/archlink/branches/DAC996
C9D991,https://www.w3id.org/archlink/terms/conservationthesaurus/C9D991,chemische Veränderung@de,,Das Material des Objektes zeigt durch chemische Reaktionen mit seiner Umwelt verursachte Veränderungen seiner strukturellen Zusammensetzung oder Eigenschaften.,https://www.w3id.org/archlink/terms/conservationthesaurus/DAC996,https://www.w3id.org/archlink/terms/conservationthesaurus/AA3CA7|https://www.w3id.org/archlink/terms/conservationthesaurus/G3D2F5|https://www.w3id.org/archlink/terms/conservationthesaurus/DD6CC9|https://www.w3id.org/archlink/terms/conservationthesaurus/A9B23D|https://www.w3id.org/archlink/terms/conservationthesaurus/B799FA,,,,,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",https://www.w3id.org/archlink/branches/DAC996
AA3CA7,https://www.w3id.org/archlink/terms/conservationthesaurus/AA3CA7,versalzen@de,,"Im Material oder an der Oberfläche sind lösliche Salze angereichert, die hygroskopisch Wasser aufnehmen und langfristig Schäden verursachen können.",https://www.w3id.org/archlink/terms/conservationthesaurus/C9D991,,,,,,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",https://www.w3id.org/archlink/branches/DAC996
G3D2F5,https://www.w3id.org/archlink/terms/conservationthesaurus/G3D2F5,korrodiert@de,Korrosionsprodukt@de,"Materialumwandlungserscheinungen aufgrund chemischer Reaktionen des Objektmaterials mit seiner Umgebung. Häufig unter Beteiligung von Wasser, Salzen, Säuren oder Basen. Korrosionsprodukte bilden oft Auflagerungen unterschiedlicher Farben und Konsistenzen.",https://www.w3id.org/archlink/terms/conservationthesaurus/C9D991,https://www.w3id.org/archlink/terms/conservationthesaurus/D2FD5A|https://www.w3id.org/archlink/terms/conservationthesaurus/CFC44A|https://www.w3id.org/archlink/terms/conservationthesaurus/DGC3A9|https://www.w3id.org/archlink/terms/conservationthesaurus/GC4CA7|https://www.w3id.org/archlink/terms/conservationthesaurus/F9C118|https://www.w3id.org/archlink/terms/conservationthesaurus/D68BAA|https://www.w3id.org/archlink/terms/conservationthesaurus/BCDC47|https://www.w3id.org/archlink/terms/conservationthesaurus/BFDB22|https://www.w3id.org/archlink/terms/conservationthesaurus/F7F2A4|https://www.w3id.org/archlink/terms/conservationthesaurus/G2AFC3|https://www.w3id.org/archlink/terms/conservationthesaurus/B9C457|https://www.w3id.org/archlink/terms/conservationthesaurus/B19D33,,,,,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",https://www.w3id.org/archlink/branches/DAC996
D2FD5A,https://www.w3id.org/archlink/terms/conservationthesaurus/D2FD5A,oxidiert@de,Oxidation@de,Bildung von Oxiden auf bzw. mit dem Objektmaterial durch Reaktion mit Sauerstoff.,https://www.w3id.org/archlink/terms/conservationthesaurus/G3D2F5,,,,,,,,https://www.w3id.org/archlink/branches/DAC996
CFC44A,https://www.w3id.org/archlink/terms/conservationthesaurus/CFC44A,Zinnpest@de,,"Bei Lagerung unter 13°C auftretende Zerstörung von Zinnobjekten, durch Umwandlungsprozesse innerhalb des metallischen Gefüges. Das Schadensbild zeigt sich im Anfangsstadium meist durch Flecken und Pusteln auf der Metalloberfläche, die sich allmählich ausbreiten und bis zur vollständigen Zerstörung des Objektes durch Materialinstabilität fortschreiten kann.",https://www.w3id.org/archlink/terms/conservationthesaurus/G3D2F5,,,,,,,"Erhard Brepohl, Theorie und Praxis des Goldschmieds (München 2000).|Jochem Wolters, Der Gold- und Silberschmied. Band 1 - Werkstoffe und Materialien (Stuttgart 1989)| Wilhelm P. Bauer, Grundzüge der Metallkorrosion. In: Peter Heinrich (Hrsg.), Metallrestaurierung. Beiträge zur Analyse, Konzeption und
Technologie. München 2000, S. 63.",https://www.w3id.org/archlink/branches/DAC996
DGC3A9,https://www.w3id.org/archlink/terms/conservationthesaurus/DGC3A9,Glaskorrosion@de|sugaring@en,Glaspest@de|Glaskrankheit@de,"Fachbegriff für eine Reihe von Schäden, die typischerweise an archäologischen Gläsern beobachtet werden. Durch chemische Reaktionen mit ihrer Umgebung können die Gläser Trübungen, Farbveränderungen, Mattierung der Oberfläche oder auch eine erhöhte Fragilität aufweisen.",https://www.w3id.org/archlink/terms/conservationthesaurus/G3D2F5,,,,,,,"Sandra Davison, Conservation and Restoration of Glass (Oxford 2003) 2nd. ed, S.  173 - 176, 183-186.",https://www.w3id.org/archlink/branches/DAC996
GC4CA7,https://www.w3id.org/archlink/terms/conservationthesaurus/GC4CA7,Patinabildung@de,Passivierung@de,"Natürliche oder künstliche Entstehung einer oberflächlichen Schicht auf dem Objekt, die durch Oxidation, Witterungseinflüsse oder chemische Reaktionen des Objektwerkstoffes entsteht. Diese Schicht sorgt für einen Schutz des darunterliegenden Materials vor weiteren korrosovienen Einflüssen.",https://www.w3id.org/archlink/terms/conservationthesaurus/G3D2F5,,,,,,,,https://www.w3id.org/archlink/branches/DAC996
F9C118,https://www.w3id.org/archlink/terms/conservationthesaurus/F9C118,Lochkorrosion@de|pitting corrosion@en,Lochfraßkorrosion@de,"Bildung von lokalen, punktuellen Vertiefungen oder Löchern auf der Oberfläche eines Objektes, die durch chemische Reaktionen in einem korrosiven Umfeld entstehen. Diese Korrosionserscheinung schwächt das Material lokalisiert und kann zu strukturellen Schäden führen, insbesondere wenn sie unbehandelt bleibt.",https://www.w3id.org/archlink/terms/conservationthesaurus/G3D2F5,,,,,,,"DIN EN ISO 8044:2020-08, Korrosion von Metallen und Legierungen - Grundbegriffe (ISO 8044:2020); Dreisprachige Fassung EN ISO 8044:2020, Deutsches Institut für Normung.",https://www.w3id.org/archlink/branches/DAC996
D68BAA,https://www.w3id.org/archlink/terms/conservationthesaurus/D68BAA,Flächenkorrosion@de,,"Über einen großen Bereich der Oberfläche (oder die gesamte Oberfläche) des Objektes verteilt findet ein Korrosionsangriff statt, der zu einem gleichmäßigen Abtrag und der Verdünnung des Materials führt. Die strukturelle Integrität als auch das ästhetische Erscheinungsbild des Objektes sind beeinträchtigt.",https://www.w3id.org/archlink/terms/conservationthesaurus/G3D2F5,,,,,,,"DIN EN ISO 8044:2020-08, Korrosion von Metallen und Legierungen - Grundbegriffe (ISO 8044:2020); Dreisprachige Fassung EN ISO 8044:2020, Deutsches Institut für Normung.",https://www.w3id.org/archlink/branches/DAC996
BCDC47,https://www.w3id.org/archlink/terms/conservationthesaurus/BCDC47,Bimetallkorrosion@de|galvanic corrosion@en,galvanische Korrosion@de|Kontaktkorrosion@de|bimetallic corrosion@en,"Korrosionsangriff, der durch die Berührung zweier Metalle mit unterschiedlicher Elektronegativität auftritt. An den Berührungspunkten entsteht, unter Anwesenheit eines Elektrolyten (z.B. Wasser/Luftfeuchtigkeit), eine galvanische Zelle bei der das unedlere Metall als Anode fungiert und entsprechend korrodiert wird, während das edlere Metall als Kathode relativ unbeschädigt bleibt. Typische Beobachtungen bei Kontaktkorrosion sind eine verstärkte Korrosion an den Berührungsstellen der beiden Metalle sowie Verfärbungen, Materialverlust und Ablagerungen von Korrosionsprodukten.",https://www.w3id.org/archlink/terms/conservationthesaurus/G3D2F5,,,,,,,"""Wilhelm P. Bauer, Grundzüge der Metallkorrosion. In: Peter Heinrich (Hrsg.), Metallrestaurierung. Beiträge zur Analyse, Konzeption und Technologie. München 2000, 63–67.""| DIN EN ISO 8044:2020-08, Korrosion von Metallen und Legierungen - Grundbegriffe (ISO 8044:2020); Dreisprachige Fassung EN ISO 8044:2020, Deutsches Institut für Normung.",https://www.w3id.org/archlink/branches/DAC996
BFDB22,https://www.w3id.org/archlink/terms/conservationthesaurus/BFDB22,Spannungsrisskorrosion@de|stress corrosion cracking@en,Transkristalline Korrosion@de,"Rissbildung bis hin zum vollständigen Versagen des Materials durch Eigenspannungen im Werkstoffgefüge in Kombination mit korrosiven Umgebungsbedingungen (u.a. die Anwesenheit eines Elektrolyten). Erstes Anzeichen einer beginnenden Spannungsrisskorrosion ist eine feine, vielfach verzweigte Rissbildung an Stellen mit hoher Spannung oder Materialdefekten.",https://www.w3id.org/archlink/terms/conservationthesaurus/G3D2F5,,,,,,,"DIN EN ISO 8044:2020-08, Korrosion von Metallen und Legierungen - Grundbegriffe (ISO 8044:2020); Dreisprachige Fassung EN ISO 8044:2020, Deutsches Institut für Normung.",https://www.w3id.org/archlink/branches/DAC996
F7F2A4,https://www.w3id.org/archlink/terms/conservationthesaurus/F7F2A4,Spaltkorrosion@de,,"Korrosionserscheinung, die örtlich begrenzt zur Spaltbildung zwischen Oberflächen führt.",https://www.w3id.org/archlink/terms/conservationthesaurus/G3D2F5,,,,,,,"DIN EN ISO 8044:2020-08, Korrosion von Metallen und Legierungen - Grundbegriffe (ISO 8044:2020); Dreisprachige Fassung EN ISO 8044:2020, Deutsches Institut für Normung.",https://www.w3id.org/archlink/branches/DAC996
G2AFC3,https://www.w3id.org/archlink/terms/conservationthesaurus/G2AFC3,interkristalline Korrosion@de,,Korrosionsangriff entlang der Korngrenzen eines Metalls oder einer Legierung.,https://www.w3id.org/archlink/terms/conservationthesaurus/G3D2F5,,,,,,,"DIN EN ISO 8044:2020-08, Korrosion von Metallen und Legierungen - Grundbegriffe (ISO 8044:2020); Dreisprachige Fassung EN ISO 8044:2020, Deutsches Institut für Normung.",https://www.w3id.org/archlink/branches/DAC996
B9C457,https://www.w3id.org/archlink/terms/conservationthesaurus/B9C457,Bronzekrankheit@de|bronze disease@en,,"Bildung von hellgrünen, pulverförmigen Agglomeraten in der Matrix eines Buntmetallobjektes, dass die originale Oberfläche und das ursprüngliche Aussehen des Objektes negativ beeinflusst. Die Bildung dieser Produkte ist auf eine fortschreitende Korrosion, durch die Wechselwirkung von enthaltenen Chloriden und den metallischen Bestandteilen des Objektes bei hoher Luftfeuchtigkeit, zurück zu führen.",https://www.w3id.org/archlink/terms/conservationthesaurus/G3D2F5,,,http://vocab.getty.edu/aat/300220720,,,,"David Scott, Bronze Disease. A Review of Some Chemical Problems and the Role of Relative Humidity. Journal of the American Institute for Conservation 29/2, 1990, S. 193–206.",https://www.w3id.org/archlink/branches/DAC996
DD6CC9,https://www.w3id.org/archlink/terms/conservationthesaurus/DD6CC9,mineralisiert@de,,Umwandlung und Erhaltung organischer Materialien durch Einlagerung mineralischer Substanzen.,https://www.w3id.org/archlink/terms/conservationthesaurus/C9D991,,,,,,,,https://www.w3id.org/archlink/branches/DAC996
B19D33,https://www.w3id.org/archlink/terms/conservationthesaurus/B19D33,Pseudomorphose@de,mineralisierte Organik@de,Durch Korrosionsprodukte auf Eisenobjekten in mineralisierter Form abgebildetet Spuren von vergangenem organischen Material,https://www.w3id.org/archlink/terms/conservationthesaurus/G3D2F5,,,,,,,,https://www.w3id.org/archlink/branches/DAC996
A9B23D,https://www.w3id.org/archlink/terms/conservationthesaurus/A9B23D,verkohlt@de,Verbrennung@de|Verkohlung@de,Das Objekt zeigt Spuren von Hitze- bzw. Feuereinwirkung in Form von abgebautem oder gänzlich verloren gegangenem Material,https://www.w3id.org/archlink/terms/conservationthesaurus/C9D991,,,,,,,,https://www.w3id.org/archlink/branches/DAC996
B799FA,https://www.w3id.org/archlink/terms/conservationthesaurus/B799FA,verätzt@de,,"Die Oberfläche bzw. das Material wurde durch aggressive Chemikalien, Gase oder Umweltstoffe angegriffen und zeigt deutliche Gefügeveränderungen.",https://www.w3id.org/archlink/terms/conservationthesaurus/C9D991,,,,,,,,https://www.w3id.org/archlink/branches/DAC996
